geohash,non_acclat,non_acclong,UJAHR,UMONAT,UWOCHENTAG,hour
u1qcyme,52.37018298052763,9.772215901724225,2017,1,2,16
u1qcye0,52.35582392161994,9.777969519395223,2017,3,2,2
u1qfpd1,52.3949045218811,9.823661632476108,2018,3,5,7
u1qcy36,52.3458168517733,9.769910826396144,2018,9,3,7
u1qf5jm,52.41237374596856,9.630910555691262,2017,8,4,18
u1qctng,52.33276778778132,9.717378675105573,2017,5,1,13
u1qfnzb,52.426266293340376,9.790105974054766,2018,8,3,13
u1r187d,52.31527539303921,9.858011242707228,2018,12,5,21
u1qfn17,52.38980222373569,9.760705862500178,2017,11,1,21
u1qczzm,52.37904729788507,9.840036935295434,2018,10,2,18
u1r1b2c,52.34323368390676,9.85613573200225,2017,11,1,8
u1qfn9t,52.391760324267764,9.78529481514548,2017,2,3,22
u1qfpnq,52.41798274124332,9.808458326798162,2017,7,1,12
u1qcvvd,52.36972420074244,9.74774077998521,2018,7,7,9
u1qcxsb,52.32144401518116,9.823117991555721,2017,8,1,23
u1qf5qx,52.41853683566722,9.645487376498615,2018,4,3,12
u1qczst,52.36378212021702,9.829429571850998,2018,2,7,10
u1qcxf7,52.30746544397896,9.83721011703992,2018,6,7,23
u1qfn4z,52.398119849472465,9.765683994865215,2017,2,5,9
u1qf5jz,52.41451458149292,9.634139747851059,2018,12,7,14
u1qfprk,52.42273183480658,9.816448421620581,2019,4,4,2
u1qczb6,52.34141692455149,9.83567792947964,2018,7,5,0
u1qfpcc,52.39249712225942,9.834310185794008,2017,3,1,15
u1qcvuh,52.36124843974617,9.751422893781545,2019,4,4,11
u1qcsnu,52.332817846495075,9.67450850291781,2018,10,6,22
u1qfp7f,52.40464709561893,9.813813153462657,2018,3,3,22
u1qfh2d,52.38579929829403,9.682471110829308,2018,10,2,14
u1r40uh,52.40539454303237,9.883058263421368,2018,10,6,17
u1qfnz8,52.425308300576944,9.790008836279641,2018,2,1,23
u1qcsm5,52.32359183267914,9.683161961043957,2017,2,4,17
u1qcymk,52.36892310125732,9.772878403999451,2018,4,1,14
u1qczse,52.36373902507744,9.826254551606784,2018,1,3,18
u1qcsq4,52.32920335537874,9.682041080363124,2017,12,6,13
u1r1bvu,52.37157214016994,9.882897856734855,2017,3,3,3
u1qcy59,52.35917819613151,9.757984216605287,2018,10,4,13
u1qfqbj,52.427627898259075,9.796152197708246,2018,10,4,4
u1r186u,52.31062825968069,9.861320565724114,2017,8,7,11
u1qfjy5,52.4162404770048,9.749240294947297,2017,6,7,17
u1qfjez,52.40471982172675,9.74356658906872,2018,5,3,23
u1qfr3g,52.43650497815351,9.815636361495267,2018,8,4,7
u1qcy1s,52.347644455690855,9.761844020527587,2018,1,1,3
u1qfqee,52.44669790142548,9.782439592952729,2017,7,1,10
u1qfhz2,52.42279087868828,9.70164498524682,2019,3,2,17
u1qcz74,52.35609138094319,9.814117879588713,2019,1,6,14
u1qf72m,52.42864135289851,9.642766707304753,2018,3,6,0
u1r18tc,52.32658717727651,9.867477825750425,2017,6,7,3
u1qfphp,52.40482983495315,9.80991198829876,2018,10,3,5
u1r1b5c,52.359547947899486,9.845879664434458,2018,4,5,3
u1r40uk,52.40655797418606,9.883235608473203,2017,10,6,18
u1qfj06,52.38541148081558,9.714754141944875,2018,3,1,3
u1qfny1,52.41706245183722,9.7915150653864,2018,5,4,18
u1qfhx3,52.42317803959655,9.692247149705713,2018,4,7,6
u1qcxf0,52.307151418522096,9.834096288861394,2017,3,5,16
u1qfj1f,52.3934780648426,9.715453585226411,2017,12,1,4
u1qcu9m,52.3469623907867,9.696978721901578,2017,2,2,2
u1qcsv2,52.32408806311475,9.701273579967166,2017,3,3,11
u1qcwzw,52.336546333182085,9.79754553847086,2017,2,5,5
u1qfn8h,52.38285688833866,9.78355089637602,2017,12,5,5
u1qctzq,52.33604527849745,9.753130485593791,2018,1,6,3
u1qcwt2,52.32513323372722,9.778141797681501,2018,9,1,20
u1qcz02,52.34123542868218,9.800437696608201,2017,10,6,5
u1qcyhq,52.36263032442647,9.765422613184251,2019,4,2,9
u1qcvz6,52.37966831565081,9.748918645912816,2017,8,4,1
u1qfj6m,52.39566062615566,9.73070103139384,2017,5,2,23
u1qfm80,52.42748312916647,9.734716792600507,2018,12,5,13
u1qfhq2,52.41819295117892,9.679004937446708,2018,5,1,14
u1qcv53,52.35674521762807,9.714416187285897,2018,1,4,0
u1qfq71,52.44365387238656,9.769263999650816,2019,2,5,0
u1qcwy2,52.33043157804606,9.790013821380134,2017,12,2,15
u1qf5y3,52.417411052616586,9.658895547804352,2018,4,2,6
u1qcv2r,52.34136211788579,9.733208371465956,2019,1,6,9
u1qfpqf,52.42094344195161,9.814534453305498,2019,2,4,19
u1r1bh5,52.36104951619549,9.847975033731483,2017,12,3,3
u1qfhs0,52.40556652108258,9.6902175780122,2017,9,7,11
u1qfm81,52.42692519370258,9.735638095573327,2018,1,3,10
u1r1b83,52.340859923042906,9.867509268647327,2017,8,6,23
u1qfn93,52.38996632564703,9.77959675457684,2018,11,3,14
u1qcyuh,52.36166213926283,9.795102937268783,2017,3,3,9
u1qcg7p,52.355818855024786,9.645010384400928,2018,2,6,17
u1qfpvu,52.41571432646106,9.839024601747493,2018,5,4,1
u1qfqgn,52.44455678452903,9.79834259625305,2018,11,6,5
u1qcyre,52.381144750732936,9.772200567620274,2017,3,3,13
u1qfq7z,52.44834242793126,9.7770706808599,2017,8,4,15
u1qfpr5,52.42131190654324,9.815204739651342,2017,6,3,18
u1qcsyz,52.33305332527867,9.710551537018803,2019,1,5,10
u1qcuz6,52.379555805200816,9.70442734627981,2017,6,4,5
u1qcv1w,52.34722852675083,9.720219955476935,2017,2,4,19
u1qczc3,52.34587969513298,9.835371062285775,2017,12,1,20
u1qfjdq,52.39575319356663,9.742528842825488,2018,10,1,7
u1qfj7e,52.403250952545115,9.727586379523592,2019,3,7,14
u1qfpg1,52.39936775883993,9.835434049567962,2017,2,4,0
u1r18jq,52.32393871638416,9.852069366704248,2017,3,4,2
u1r41h8,52.40882960641426,9.88856606956127,2019,4,1,15
u1qfpx8,52.42461067984984,9.82306211619282,2017,11,4,13
u1qfh5d,52.403350819032305,9.67172996810825,2018,10,7,8
u1qcsm3,52.32456114121323,9.680962276740553,2018,10,3,23
u1qczhf,52.365762750699155,9.803650379159999,2018,5,4,17
u1qfj6b,52.39866916178967,9.723391110795195,2019,3,6,11
u1qfr7b,52.44761589790554,9.81116957186237,2017,4,6,7
u1r1cj2,52.36828530767176,9.88786225844122,2018,7,1,19
u1qcwpz,52.337810260690866,9.766692503804052,2017,5,1,23
u1qcycn,52.34521723789061,9.797843923787726,2019,2,7,6
u1qf55k,52.400949517945115,9.630190227593358,2018,10,7,6
u1qfj33,52.38973579345876,9.72472631310214,2019,5,4,3
u1r40px,52.42422815881233,9.854054671255739,2017,12,7,18
u1qcy6b,52.35401074679755,9.767814492833443,2019,1,7,16
u1qfpbs,52.38610179947629,9.838561470239984,2019,3,1,7
u1qfqfv,52.44203659063273,9.795955688812017,2017,9,4,2
u1qcv0h,52.339880699863365,9.717631000670943,2017,11,5,1
u1r18qb,52.333003461602694,9.855421507502546,2017,9,7,16
u1qfqch,52.433530230403115,9.79496055908988,2017,4,5,5
u1qfh85,52.38350470948383,9.695120028933935,2017,5,6,3
u1qcybm,52.34087766111976,9.795791616034188,2018,5,6,13
u1qfqgt,52.44665992289497,9.796272483227545,2019,5,1,16
u1qfj9u,52.39298512393115,9.740415656111663,2017,8,5,17
u1qcgz5,52.37828544876326,9.66211339921956,2017,11,3,14
u1qcxsd,52.320720238182545,9.824593195121064,2017,4,6,17
u1qfjqw,52.41923401090229,9.732143179070396,2018,6,5,11
u1qf5r1,52.42179064168668,9.637403599329218,2019,1,7,4
u1qcxng,52.332332252643674,9.804442366181691,2017,4,6,23
u1qf5n3,52.418431758503885,9.625828532539963,2017,1,5,1
u1qcuxu,52.382161682778744,9.69640422686838,2017,12,4,15
u1qf78f,52.43156813595402,9.648972621537453,2017,8,5,11
u1qfnhb,52.40901637173452,9.757173949532012,2018,3,5,12
u1qfp2w,52.38580278756988,9.819567310527656,2018,1,7,4
u1qf5qj,52.4160936626456,9.642631456552206,2017,1,5,2
u1qfndu,52.39793482479984,9.784499823419132,2018,8,7,3
u1qcyxk,52.379084261151306,9.784369224919619,2018,6,5,16
u1qczvk,52.36775912193081,9.83938928905814,2018,11,7,11
u1qfjvf,52.414830315634966,9.748915387574243,2018,7,4,3
u1qcuxj,52.37740799888728,9.697058984751761,2018,6,6,5
u1qfjjz,52.415248879122075,9.722346467388052,2017,9,3,9
u1r1bh8,52.36377018781334,9.844482316545568,2018,8,6,23
u1qfp9h,52.388895866342324,9.827825223041259,2018,9,6,3
u1qf7bp,52.427190266421995,9.666640809876364,2017,8,4,15
u1r1be3,52.357362885399276,9.867251138907593,2018,6,6,12
u1qfjuk,52.40625790766448,9.750506010606935,2017,2,7,9
u1qcsme,52.32622796027423,9.683292609403528,2018,8,5,10
u1qf5ys,52.4189405103685,9.66249250153127,2019,3,7,13
u1r40uc,52.409291293010696,9.879254472364282,2018,5,1,9
u1qfrhj,52.44985640629987,9.808044042104536,2018,7,3,7
u1qcysg,52.36523928728431,9.782584359376376,2019,1,4,9
u1qcvwv,52.376745742815324,9.740946141368312,2017,5,5,4
u1qf4y9,52.41930805811652,9.615008634544601,2017,1,5,23
u1qcv00,52.339874333554604,9.712214888244134,2018,10,3,16
u1qctqw,52.33161223179394,9.73234814321565,2018,12,3,1
u1qfpx2,52.423233682340864,9.821964963586037,2017,7,3,22
u1r18nt,52.331885435573376,9.851601798276981,2019,5,4,23
u1qcywz,52.37622603908685,9.78829441625248,2018,1,4,0
u1qfhvd,52.41362594566374,9.704910410441535,2018,1,4,3
u1r4056,52.40156939388196,9.846944877678508,2018,3,7,20
u1r40df,52.39861927742718,9.86885397476056,2017,10,1,6
u1qfjv6,52.41191905884804,9.747871401740884,2019,1,7,3
u1r41kt,52.40773805544469,9.906043965191586,2018,2,3,22
u1qfnp6,52.42307724772137,9.759300513279753,2017,2,5,12
u1r409j,52.389497113600086,9.873113520362402,2017,7,1,13
u1qcydg,52.35441312014371,9.782644732781426,2017,5,5,21
u1qcune,52.37579294690324,9.67237600457288,2018,9,5,18
u1qfpb9,52.38664621628347,9.834405978515512,2017,3,7,21
u1r1bn2,52.373451003472375,9.844307836371257,2017,3,5,3
u1r18jk,52.32409329304472,9.850599187982644,2018,11,5,20
u1qfjr5,52.42143513796335,9.727258364147694,2018,6,6,17
u1r18hb,52.32208707637616,9.843799370288052,2018,11,5,12
u1qfjtk,52.41287026034578,9.739827617078083,2018,11,1,12
u1r1bep,52.356668258000305,9.87603361932398,2018,12,1,5
u1qctw2,52.3304805558475,9.73525901681674,2018,12,5,23
u1r1brj,52.3779486038826,9.862220894618787,2018,2,5,10
u1qfr1u,52.43687412023796,9.80661521921814,2018,12,4,12
u1qfk8t,52.43045367120094,9.697593713647702,2018,1,7,16
u1qfr5d,52.44705958242533,9.80377233389153,2018,12,2,13
u1qcznh,52.37238679136886,9.805567231398376,2019,3,6,8
u1r1byf,52.37669417204317,9.88006867921711,2018,3,4,0
u1qcy91,52.34509204556934,9.779704892103592,2018,12,3,13
u1qfnnb,52.42080978744041,9.75671294923992,2019,3,5,19
u1r1bwn,52.37218497698158,9.875095756691639,2017,10,3,13
u1qfngy,52.40370688446536,9.797918352417406,2018,4,4,16
u1qcz6w,52.35387306216803,9.819834845474913,2018,12,4,10
u1qfpe3,52.4013588013592,9.82361198807463,2017,12,1,0
u1qfnqr,52.41746899339638,9.77670053475679,2017,4,1,19
u1qfjux,52.40806739171798,9.755077179867273,2018,11,4,9
u1qcz10,52.34533397752269,9.80028387538107,2019,4,7,16
u1r40s4,52.40489513367307,9.869459547200396,2018,12,7,22
u1qcvf8,52.35383881141532,9.746214654099536,2017,10,4,16
u1qfjvh,52.411389862624326,9.75097903760435,2017,9,2,7
u1qfnpz,52.4267350042774,9.766620633552371,2018,3,6,6
u1qfh9n,52.38852267905558,9.698625455343306,2018,11,3,2
u1qcz61,52.35046570527786,9.813519070944292,2019,2,3,13
u1qcxeu,52.31666733499585,9.827950570057306,2017,2,7,2
u1qf4yb,52.42087460333993,9.613551967524703,2017,4,6,23
u1qfn1n,52.389647790310555,9.76503810229619,2017,10,7,13
u1qcv3w,52.34726037009945,9.73149266180816,2017,10,6,23
u1qfpee,52.40303514419611,9.826438909545969,2018,6,6,10
u1qcvjz,52.37173729908581,9.72239287089946,2019,5,2,8
u1qfnbq,52.385011271423224,9.797133010593983,2018,12,1,10
u1qcvs8,52.3645671831807,9.735084660539124,2017,7,7,10
u1qfpjm,52.41270610758521,9.807559188420921,2018,12,2,15
u1qcvgn,52.356037198872045,9.754014521978796,2019,2,2,22
u1r1b30,52.34442304773793,9.855227993399236,2017,1,1,18
u1qcz73,52.357674275186206,9.813045342162589,2018,5,4,22
u1qfpm0,52.41092773550934,9.81099704882106,2018,4,1,18
u1r1bmu,52.37090698286895,9.860284234025096,2018,7,7,5
u1qfm02,52.42830769449369,9.712726799737503,2017,4,5,18
u1qcz2h,52.33937487181291,9.817175332308677,2018,10,3,3
u1r1bd8,52.352637691884624,9.866945931370916,2017,1,4,6
u1qfndj,52.39415204072119,9.785295459716197,2018,12,3,17
u1qfndh,52.39490992776941,9.783683762557636,2017,7,1,17
u1qfhzf,52.426114729007814,9.704724105343345,2018,4,1,12
u1qf5ub,52.41019566163045,9.65739101082508,2018,8,6,20
u1qcujp,52.36703171892579,9.678379235347958,2019,3,1,2
u1qfjs2,52.40731129677829,9.73476844414677,2018,11,2,4
u1qfpcy,52.39305875544796,9.84167233199144,2018,11,5,19
u1r1bqf,52.37648428489916,9.857659749599199,2018,3,4,10
u1qcst7,52.32379839900789,9.69512927845152,2018,5,6,11
u1qfqbx,52.43076659186446,9.799014272585651,2019,3,5,16
u1r1bq3,52.373472757493865,9.857089046054405,2018,10,3,10
u1qcz04,52.33900627265547,9.803690436724162,2018,12,3,14
u1qczr6,52.37936117685667,9.814348576903827,2019,2,4,3
u1qf5kb,52.4098370937293,9.636037399009242,2019,2,5,20
u1qcvhb,52.36599416618816,9.71244239048299,2017,11,6,22
u1r1bwq,52.373703662209074,9.875255381276034,2017,11,3,10
u1r1b99,52.348419831545684,9.86751107894911,2017,4,7,1
u1qcvd5,52.35044987257622,9.738821595080687,2017,7,7,6
u1qfn68,52.39698448608038,9.768124805343037,2018,10,6,8
u1qczz2,52.378839822433406,9.83338751681798,2017,2,5,3
u1qcy59,52.359029828487806,9.757608746219546,2018,6,3,10
u1r405z,52.4042751310803,9.85470766183466,2018,11,4,10
u1qfp23,52.384559809342676,9.812715746200876,2017,1,1,3
u1qczh2,52.36320674814318,9.801163745316302,2018,2,6,22
u1qcycy,52.348756955031,9.797648331353374,2017,11,4,20
u1qcyyy,52.37664812775174,9.797500323976104,2017,5,4,0
u1qcx7w,52.31474669482633,9.819949801299213,2017,7,1,0
u1r40s0,52.40518916259253,9.86622343318188,2017,4,5,4
u1qcwk3,52.318986290109265,9.76936696867781,2019,1,5,5
u1r40r3,52.42392624827765,9.857064889958481,2019,5,4,15
u1qfq6m,52.44018751271998,9.77374957924287,2017,12,1,16
u1qfh18,52.39207808195183,9.669240162435383,2017,5,4,3
u1qfhhh,52.40592020305212,9.67405533471281,2018,4,2,22
u1qfp1z,52.39274426049415,9.810220730979868,2019,4,6,4
u1qcv50,52.355591514525855,9.713284152449239,2018,4,7,1
u1qfhfb,52.3987423310527,9.701472302013789,2017,5,5,2
u1qcxxf,52.338292258426165,9.825423487254072,2018,5,3,16
u1qcges,52.358373894506094,9.652121781566336,2017,12,7,16
u1qcyek,52.357801503689856,9.783887550369702,2018,7,7,4
u1qfnmd,52.41357290637974,9.770381418172505,2017,12,1,7
u1qcguy,52.36506380511733,9.665593693755051,2017,3,4,19
u1qfhc3,52.3906739134312,9.70291709892317,2019,5,2,7
u1qfhnf,52.421145472316645,9.670990297331471,2018,4,2,7
u1qfn53,52.401719266789954,9.75739390306076,2019,5,1,4
u1qfnny,52.4203237975058,9.765136634466426,2017,7,2,4
u1qcurx,52.380721840249535,9.689662977653475,2018,9,7,20
u1qfhkb,52.40949754112164,9.679267867509475,2017,7,1,10
u1qcu73,52.35763486717762,9.68052997419294,2018,12,3,11
u1qfnw8,52.4196215357765,9.778354597302734,2017,9,4,18
u1qcgd2,52.35126891499548,9.647215676407129,2018,9,6,7
u1qf5qg,52.420506734340194,9.639451769408518,2019,4,7,13
u1qcyyv,52.37636579536623,9.796370450805,2019,4,2,12
u1qfpb6,52.38552583920809,9.836730475125476,2018,2,4,6
u1r1chc,52.36530440297604,9.890427653489397,2017,10,4,17
u1qcyxr,52.37946835166256,9.788427973969336,2017,3,6,20
u1qcv3z,52.348700080237386,9.73365931875758,2017,4,1,7
u1qcud9,52.35388969278005,9.692003864781887,2017,7,5,11
u1r18qu,52.33317669943821,9.86036158266169,2017,8,3,2
u1qcgsr,52.362442676900734,9.655747191125378,2018,11,3,1
u1qfhkj,52.405030146875106,9.686808827659348,2017,8,6,5
u1qcty7,52.32996338546228,9.749673140117293,2019,4,1,9
u1qfj3d,52.39231531418508,9.726180105138585,2018,12,5,6
u1qfpce,52.391162129448155,9.837014568567017,2018,3,4,13
u1qfj30,52.38929226192941,9.723693513102305,2017,12,1,11
u1qfr79,52.446772156095356,9.81346221817898,2018,5,2,2
u1qczxh,52.378597867398426,9.828517343775408,2018,2,4,7
u1qcxjf,52.32684014889559,9.802814198307217,2018,7,5,10
u1qfjfn,52.39395609484206,9.75392626260774,2018,6,4,18
u1qcy0p,52.34011635463938,9.766028740908752,2019,2,6,10
u1r41m9,52.41357269713013,9.900892282933784,2018,2,3,0
u1r415r,52.4017954433665,9.898357626684527,2017,12,7,23
u1qfhks,52.40856907417034,9.685464312808787,2019,4,3,9
u1qcvz4,52.37839243377753,9.747917263864782,2019,3,6,3
u1qfpmv,52.41546540170295,9.818960503646302,2019,4,2,7
u1qcxy8,52.33150574178022,9.833688387923553,2018,2,7,17
u1qfjv9,52.413392197925894,9.747460728386411,2019,4,5,5
u1qcsnu,52.33239082586712,9.674054696260425,2018,1,2,11
u1qfhmn,52.41032305975141,9.6885662530843,2018,8,5,5
u1qf5vv,52.41567636192469,9.664737431675269,2018,8,3,0
u1qcy87,52.34034995042736,9.782548451249964,2019,4,5,14
u1qfpnh,52.416900377874974,9.806491351004993,2019,5,1,18
u1qfhmb,52.41440407271211,9.679383572678262,2017,12,4,13
u1qcxrv,52.33868278788774,9.818429998164396,2017,3,4,8
u1qcu55,52.355442674501624,9.672675810344208,2017,10,5,14
u1qcux7,52.378974553324326,9.694268582562003,2018,3,3,3
u1qfj1u,52.39344824969434,9.71869216358951,2017,4,4,10
u1qf5um,52.40629578845639,9.664348534853291,2019,5,2,10
u1qcut4,52.36746184444172,9.69405471595421,2018,2,5,3
u1qcwrt,52.336821409563036,9.775007036240163,2017,2,1,10
u1qcuqr,52.37393605644341,9.689585930415042,2017,11,1,2
u1qcsyk,52.33039219621024,9.707505138156652,2019,5,1,16
u1qfjv3,52.41231651188252,9.747409559868899,2018,11,6,21
u1qcv13,52.34623555864116,9.713863714570701,2018,12,6,2
u1r18n9,52.331003623385996,9.845544884033055,2019,5,5,12
u1r1b3r,52.34671810677354,9.86568182744811,2018,9,6,5
u1qcxk1,52.31789503784583,9.812529504762553,2017,11,3,16
u1qcz8t,52.342395273339875,9.829866755612251,2018,3,3,2
u1r41ev,52.40364783842585,9.916687401233302,2018,10,2,16
u1qfp1s,52.39136002514599,9.80646492570236,2017,7,7,6
u1r4089,52.3858890415677,9.868270790279325,2018,5,6,11
u1qcz4u,52.355050467674005,9.806212010539264,2018,3,7,5
u1qfq6u,52.44290339511711,9.772619398287633,2018,2,3,21
u1qfjcc,52.39327113182211,9.74652295894363,2018,8,5,16
u1qfnj7,52.4121656178758,9.761105631464941,2017,7,4,23
u1qcv39,52.34786202030465,9.725489039745232,2018,1,1,8
u1qfj2s,52.38603193357,9.729104490179946,2018,6,6,1
u1qfnq3,52.41782437707872,9.769049223635697,2018,1,1,15
u1qcy5u,52.360028338452224,9.762298712136088,2019,2,3,15
u1qfng7,52.401998952338865,9.793140231048394,2018,11,6,14
u1qfq33,52.43388267847655,9.768505690951317,2018,5,4,21
u1qf5u2,52.4071145717669,9.658036174923827,2017,9,1,7
u1qfhsv,52.41026839646314,9.69780012010621,2018,8,7,19
u1qfn2f,52.38802473866637,9.77054146150683,2018,10,6,10
u1qfq91,52.43353832807446,9.779431827491825,2019,2,4,18
u1qcswj,52.32917318822951,9.697578790024012,2019,1,7,13
u1qfn9f,52.39282661891734,9.781705284564126,2018,9,7,16
u1qfpdd,52.397213309588885,9.825220035984168,2019,1,3,20
u1qcv1h,52.34530476953128,9.71742980670744,2017,4,6,12
u1qcwnh,52.32808622299327,9.761403426016768,2018,8,1,5
u1qctzg,52.337854138254464,9.749149709766028,2017,4,6,23
u1r40e3,52.401530113926256,9.867580605956515,2018,9,1,23
u1qfhpq,52.42285637428736,9.677425750872446,2018,10,6,17
u1qcwhu,52.32106854525665,9.761694150630165,2017,3,3,16
u1qcxry,52.33876490658847,9.820219677682568,2017,4,6,17
u1r1852,52.313367095341675,9.8447455180986,2017,12,2,8
u1qfp0j,52.3838779533773,9.807238809795425,2019,2,7,18
u1qcvgx,52.35927730660749,9.754780612302753,2018,1,4,15
u1qfhrz,52.426102522903996,9.689344851464549,2017,1,2,17
u1r1bs4,52.362143605198106,9.868497889044873,2018,7,2,3
u1qcxt1,52.32367606367386,9.824189361980945,2017,10,4,0
u1qcuhw,52.36450038331477,9.677196543537082,2018,9,5,17
u1qfn8y,52.38787305595058,9.787297538387289,2019,5,3,23
u1qcgey,52.360066834500316,9.655269604176304,2018,4,6,3
u1r187f,52.31584807782946,9.858841523571572,2018,8,2,5
u1qcswu,52.33294735130708,9.696168324090657,2018,3,5,6
u1qcgxs,52.38078627799159,9.652816201079506,2017,2,3,15
u1qcgeh,52.35624688804634,9.65150755505003,2019,2,7,17
u1r4154,52.399898959324034,9.890964130706772,2017,11,7,23
u1qfnhe,52.40774871078882,9.76074696744689,2019,1,4,19
u1r40nr,52.418266597657876,9.853882212940837,2017,2,5,11
u1qcuns,52.37463570745097,9.674025968697775,2019,1,5,4
u1qcsrw,52.336611680822585,9.68734804345491,2018,11,1,23
u1r186z,52.310847607294264,9.865022598389398,2017,4,7,22
u1qcvph,52.37848482762449,9.718486971555798,2018,8,1,21
u1r1b84,52.34004923828012,9.868795515984306,2017,10,6,14
u1r1bw7,52.3741531978759,9.870591390606917,2019,1,5,9
u1r1bsk,52.36350855869305,9.872027189036759,2018,8,2,14
u1qcxpu,52.337842316727084,9.8063444904912,2018,10,1,14
u1qcysd,52.36452172378628,9.78167064754957,2018,12,2,5
u1qfn7y,52.40358607633747,9.775823271071497,2017,6,4,2
u1qcuh2,52.362740569133805,9.668075830302707,2017,5,1,5
u1r18k6,52.319584005339195,9.858029288320251,2018,9,1,21
u1qcu6y,52.35516703641317,9.687268484725308,2018,1,4,9
u1qcz76,52.35780666432457,9.814577014274143,2018,1,2,17
u1qcubx,52.34185535727912,9.710609833912583,2018,9,2,15
u1qcy47,52.35194635252468,9.76131427722365,2017,10,3,13
u1qfh3e,52.391991271443345,9.684021764578263,2017,5,1,1
u1qfjzq,52.423553325277425,9.753756951867171,2018,7,6,10
u1qczj8,52.37026850047426,9.800148696958745,2018,8,7,19
u1qcvuc,52.36598415584478,9.746782333164633,2017,3,4,15
u1r1b6d,52.353725748766955,9.858282593089413,2017,11,4,4
u1r1bmb,52.37063880165784,9.856095672673009,2018,2,3,10
u1qctzm,52.33548384525049,9.75274740566675,2017,11,1,16
u1qcztk,52.36793104670573,9.828570943625737,2017,10,6,20
u1qcywc,52.376052010657844,9.780313917859804,2019,1,4,20
u1qcxqt,52.33189756107793,9.818064370282727,2018,10,3,8
u1qcvt5,52.36699430806491,9.738487365805018,2017,3,6,18
u1r1bqq,52.3744340190754,9.863147104158706,2019,2,6,5
u1qcudy,52.354483434907806,9.698805730040636,2017,8,4,14
u1r18k3,52.319265278713274,9.857338344396045,2019,2,2,8
u1qczm6,52.36861236022585,9.813866444188442,2017,5,2,23
u1qfn8s,52.38657405043621,9.7840516623021,2017,10,7,4
u1qfpuh,52.40613702850668,9.839339250715295,2017,10,2,5
u1qfqen,52.44453882396134,9.786835088756995,2018,4,2,12
u1r18xw,52.3361504119819,9.874847902328227,2017,5,6,2
u1r1b0q,52.34156127744983,9.853113015088962,2018,3,3,6
u1r1bus,52.364835364176514,9.883156290260608,2018,2,2,22
u1qfpsw,52.407913165390895,9.831255276014884,2018,11,2,0
u1qcvq4,52.371942309130525,9.725787908597624,2017,5,6,20
u1qcsz3,52.33579676171812,9.703388387139855,2017,3,3,22
u1qcgd2,52.35155018511361,9.646972382404103,2019,4,7,10
u1qfh3y,52.39294447011516,9.688199074444327,2018,5,3,12
u1qfpyk,52.41775911240762,9.83913548227975,2017,7,3,15
u1qf5n7,52.4184475065999,9.629121781549099,2017,3,5,4
u1qfr2s,52.43085033429269,9.817025998188582,2017,12,4,2
u1qcvmu,52.371416336029135,9.728963654936125,2018,8,5,6
u1qfp8q,52.38481007695045,9.830838802050856,2018,7,7,23
u1qcy5n,52.35571027109257,9.76521658971488,2018,10,5,11
u1qcurj,52.37834399619847,9.686575771328801,2017,8,2,14
u1qcwq3,52.32953783655282,9.768233703608843,2017,8,3,15
u1qczx1,52.37750916144403,9.823953791441342,2017,12,3,20
u1qcyg7,52.358050872767976,9.793275228081491,2019,2,6,15
u1qcuvc,52.371173784273346,9.70245421085364,2018,6,5,14
u1qfhyt,52.4197298519828,9.708967818390558,2019,5,6,14
u1qczj5,52.366498627466896,9.80462791232957,2018,12,3,0
u1qfhrv,52.42636768039487,9.687003287854228,2017,6,3,6
u1qcukj,52.36221122380495,9.686101363301159,2017,11,5,11
u1r1b12,52.345854960023864,9.844643618023692,2018,5,2,0
u1qfn4v,52.39798586713902,9.763934433632429,2018,7,5,4
u1r408b,52.388098189496326,9.866409570980506,2017,4,1,6
u1qcy15,52.34544642605593,9.760235527167767,2019,4,1,6
u1qcxgm,52.31353461224376,9.840177096266947,2018,2,6,20
u1qfnhp,52.40612969452085,9.765491845615706,2019,5,7,6
u1r40y7,52.41750892571216,9.880856053145397,2017,2,6,23
u1qcvw0,52.37273311505608,9.735223002225515,2019,4,1,7
u1qcwyf,52.332943448149464,9.792526537346745,2017,4,3,22
u1qfjn8,52.418533700962804,9.713089058860417,2017,6,5,21
u1qczfw,52.35370355990796,9.842372339749149,2017,6,1,17
u1qfngm,52.4014278262802,9.796867003294837,2017,5,7,10
u1qfnr3,52.42276209234512,9.769232211244915,2017,3,7,13
u1qcwz3,52.335689523774946,9.790309346799397,2017,4,7,4
u1qcv81,52.33896164213226,9.735580357242753,2019,3,7,23
u1qfpbt,52.386868727282824,9.8396766106936,2017,4,3,21
u1qcu8c,52.34314372927422,9.692502251585609,2018,12,4,3
u1qctz8,52.33694419302808,9.745366285718578,2017,5,4,21
u1qfp4m,52.39643860110221,9.807501471588939,2018,9,3,21
u1r184x,52.30892578630832,9.854465964290776,2019,5,4,6
u1qcy00,52.339709545762915,9.756239280007312,2019,2,4,14
u1qcu7d,52.359093538469295,9.682823760243071,2018,12,3,9
u1r18wv,52.33280113380311,9.873713596956197,2019,3,6,5
u1r18me,52.32553422912884,9.858917769142742,2018,9,1,9
u1qczwg,52.37717919181972,9.826911301301658,2017,7,5,23
u1qf4zp,52.42225478609018,9.622983739080485,2019,5,3,6
u1qfnpk,52.423551042945306,9.762500264112157,2017,5,4,1
u1qfjyn,52.41701037128712,9.754005963001406,2017,11,5,4
