geohash7,nonacc_lat,nonacc_long,UJAHR,UMONAT,UWOCHENTAG,hour,geohash,cluster_id
u1qf5pt,52.424794938883885,9.631675609966212,2019,2,6,17,u1qf5p,1234.0
u1qfpjs,52.41438698867258,9.806051613041085,2019,2,4,18,u1qfpj,1919.0
u1qcun5,52.37275170418605,9.67296616999055,2019,5,7,2,u1qcun,192.0
u1qcvs0,52.36199933265546,9.734636187551834,2018,9,4,16,u1qcvs,486.0
u1qcugz,52.359528601176386,9.711377270257927,2017,1,4,23,u1qcug,165.0
u1qfng5,52.39965803216943,9.793609894355743,2018,12,4,0,u1qfng,1912.0
u1qcvjg,52.371455742376405,9.716197382096134,2017,5,6,15,u1qcvj,165.0
u1r41kf,52.40987209096353,9.90204114071293,2019,1,7,5,u1r41k,2341.0
u1qf5ve,52.41379915291459,9.662241669701222,2019,2,2,9,u1qf5v,1312.0
u1qfhrb,52.42666843925139,9.67963434404767,2019,2,7,4,u1qfhr,1801.0
u1r18xd,52.33741484525733,9.869594632128463,2017,8,2,19,u1r18x,2221.0
u1qctw8,52.330886419394474,9.734766786450486,2018,11,5,21,u1qctw,-1.0
u1r1chm,52.36249115905525,9.895757815194477,2018,7,1,20,u1r1ch,2266.0
u1qfhg0,52.400514848419895,9.701036344862553,2017,11,4,13,u1qfhg,1405.0
u1qfnpu,52.42611564588691,9.761830666791461,2018,2,6,22,u1qfnp,-1.0
u1qczkj,52.36190629053651,9.818998062947703,2017,4,7,0,u1qczk,1158.0
u1qfhxm,52.42392361655756,9.69753102337954,2018,8,3,9,u1qfhx,1454.0
u1qcv39,52.347660925301284,9.72520703264872,2019,1,3,2,u1qcv3,57.0
u1qfq80,52.42679828209496,9.77883038755644,2017,10,1,14,u1qfq8,2175.0
u1qfhjv,52.415708827565076,9.675928784884675,2019,3,6,9,u1qfhj,1423.0
u1qcyme,52.37018298052763,9.772215901724223,2017,1,2,16,u1qcym,1008.0
u1qcye0,52.35582392161994,9.777969519395224,2017,3,2,2,u1qcye,-1.0
u1qfpd1,52.3949045218811,9.823661632476107,2018,3,5,7,u1qfpd,-1.0
u1qcy36,52.3458168517733,9.769910826396144,2018,9,3,7,u1qcy3,903.0
u1qf5jm,52.41237374596856,9.630910555691262,2017,8,4,18,u1qf5j,1241.0
u1qctng,52.33276778778132,9.717378675105572,2017,5,1,13,u1qctn,63.0
u1qfnzb,52.42626629334039,9.790105974054766,2018,8,3,13,u1qfnz,-1.0
u1r187d,52.31527539303921,9.858011242707226,2018,12,5,21,u1r187,-1.0
u1qfn17,52.389802223735686,9.760705862500178,2017,11,1,21,u1qfn1,165.0
u1qczzm,52.37904729788507,9.840036935295434,2018,10,2,18,u1qczz,-1.0
u1r1b2c,52.34323368390675,9.85613573200225,2017,11,1,8,u1r1b2,-1.0
u1qfn9t,52.39176032426776,9.78529481514548,2017,2,3,22,u1qfn9,1849.0
u1qfpnq,52.41798274124332,9.808458326798162,2017,7,1,12,u1qfpn,2119.0
u1qcvvd,52.36972420074243,9.747740779985211,2018,7,7,9,u1qcvv,165.0
u1qcxsb,52.32144401518116,9.823117991555721,2017,8,1,23,u1qcxs,860.0
u1qf5qx,52.41853683566722,9.645487376498616,2018,4,3,12,u1qf5q,1234.0
u1qczst,52.363782120217024,9.829429571850998,2018,2,7,10,u1qczs,1128.0
u1qcxf7,52.307465443978955,9.83721011703992,2018,6,7,23,u1qcxf,-1.0
u1qfn4z,52.398119849472465,9.765683994865217,2017,2,5,9,u1qfn4,165.0
u1qf5jz,52.41451458149292,9.63413974785106,2018,12,7,14,u1qf5j,1244.0
u1qfprk,52.42273183480658,9.81644842162058,2019,4,4,2,u1qfpr,2127.0
u1qczb6,52.341416924551496,9.83567792947964,2018,7,5,0,u1qczb,1126.0
u1qfpcc,52.39249712225943,9.834310185794008,2017,3,1,15,u1qfpc,2079.0
u1qcvuh,52.36124843974617,9.751422893781543,2019,4,4,11,u1qcvu,165.0
u1qcsnu,52.332817846495075,9.67450850291781,2018,10,6,22,u1qcsn,-1.0
u1qfp7f,52.40464709561893,9.813813153462657,2018,3,3,22,u1qfp7,2060.0
u1qfh2d,52.38579929829403,9.682471110829306,2018,10,2,14,u1qfh2,1341.0
u1r40uh,52.40539454303237,9.883058263421367,2018,10,6,17,u1r40u,-1.0
u1qfnz8,52.42530830057694,9.79000883627964,2018,2,1,23,u1qfnz,-1.0
u1qcsm5,52.323591832679135,9.683161961043957,2017,2,4,17,u1qcsm,23.0
u1qcymk,52.36892310125732,9.772878403999453,2018,4,1,14,u1qcym,1008.0
u1qczse,52.363739025077436,9.826254551606782,2018,1,3,18,u1qczs,1128.0
u1qcsq4,52.329203355378745,9.682041080363124,2017,12,6,13,u1qcsq,24.0
u1r1bvu,52.37157214016994,9.882897856734855,2017,3,3,3,u1r1bv,-1.0
u1qcy59,52.35917819613151,9.757984216605287,2018,10,4,13,u1qcy5,165.0
u1qfqbj,52.427627898259075,9.796152197708246,2018,10,4,4,u1qfqb,2125.0
u1r186u,52.31062825968069,9.861320565724114,2017,8,7,11,u1r186,2206.0
u1qfjy5,52.4162404770048,9.749240294947297,2017,6,7,17,u1qfjy,1799.0
u1qfjez,52.40471982172675,9.74356658906872,2018,5,3,23,u1qfje,1711.0
u1qfr3g,52.43650497815351,9.815636361495267,2018,8,4,7,u1qfr3,-1.0
u1qcy1s,52.34764445569086,9.761844020527588,2018,1,1,3,u1qcy1,755.0
u1qfqee,52.44669790142547,9.782439592952727,2017,7,1,10,u1qfqe,-1.0
u1qfhz2,52.422790878688275,9.701644985246821,2019,3,2,17,u1qfhz,1498.0
u1qcz74,52.356091380943184,9.814117879588713,2019,1,6,14,u1qcz7,1106.0
u1qf72m,52.42864135289851,9.642766707304752,2018,3,6,0,u1qf72,-1.0
u1r18tc,52.32658717727651,9.867477825750424,2017,6,7,3,u1r18t,2217.0
u1qfphp,52.40482983495315,9.80991198829876,2018,10,3,5,u1qfph,2052.0
u1r1b5c,52.35954794789949,9.845879664434456,2018,4,5,3,u1r1b5,2224.0
u1r40uk,52.40655797418606,9.883235608473203,2017,10,6,18,u1r40u,-1.0
u1qfj06,52.385411480815584,9.714754141944876,2018,3,1,3,u1qfj0,165.0
u1qfny1,52.41706245183722,9.7915150653864,2018,5,4,18,u1qfny,1919.0
u1qfhx3,52.42317803959655,9.692247149705713,2018,4,7,6,u1qfhx,1479.0
u1qcxf0,52.3071514185221,9.834096288861396,2017,3,5,16,u1qcxf,-1.0
u1qfj1f,52.393478064842604,9.715453585226411,2017,12,1,4,u1qfj1,1522.0
u1qcu9m,52.34696239078671,9.696978721901578,2017,2,2,2,u1qcu9,142.0
u1qcsv2,52.32408806311475,9.701273579967166,2017,3,3,11,u1qcsv,35.0
u1qcwzw,52.3365463331821,9.79754553847086,2017,2,5,5,u1qcwz,805.0
u1qfn8h,52.38285688833865,9.78355089637602,2017,12,5,5,u1qfn8,1066.0
u1qctzq,52.33604527849746,9.753130485593793,2018,1,6,3,u1qctz,85.0
u1qcwt2,52.325133233727215,9.7781417976815,2018,9,1,20,u1qcwt,756.0
u1qcz02,52.34123542868218,9.8004376966082,2017,10,6,5,u1qcz0,950.0
u1qcyhq,52.36263032442647,9.765422613184251,2019,4,2,9,u1qcyh,1001.0
u1qcvz6,52.37966831565082,9.748918645912816,2017,8,4,1,u1qcvz,165.0
u1qfj6m,52.39566062615565,9.73070103139384,2017,5,2,23,u1qfj6,165.0
u1qfm80,52.42748312916647,9.734716792600508,2018,12,5,13,u1qfm8,-1.0
u1qfhq2,52.41819295117892,9.679004937446708,2018,5,1,14,u1qfhq,1423.0
u1qcv53,52.35674521762807,9.714416187285897,2018,1,4,0,u1qcv5,165.0
u1qfq71,52.44365387238656,9.769263999650818,2019,2,5,0,u1qfq7,-1.0
u1qcwy2,52.33043157804607,9.790013821380132,2017,12,2,15,u1qcwy,792.0
u1qf5y3,52.41741105261658,9.658895547804352,2018,4,2,6,u1qf5y,1302.0
u1qcv2r,52.34136211788579,9.733208371465958,2019,1,6,9,u1qcv2,57.0
u1qfpqf,52.42094344195161,9.814534453305498,2019,2,4,19,u1qfpq,2126.0
u1r1bh5,52.361049516195486,9.847975033731485,2017,12,3,3,u1r1bh,2224.0
u1qfhs0,52.405566521082584,9.690217578012199,2017,9,7,11,u1qfhs,1426.0
u1qfm81,52.42692519370257,9.735638095573327,2018,1,3,10,u1qfm8,-1.0
u1r1b83,52.3408599230429,9.867509268647328,2017,8,6,23,u1r1b8,2233.0
u1qfn93,52.38996632564703,9.77959675457684,2018,11,3,14,u1qfn9,-1.0
u1qcyuh,52.361662139262826,9.795102937268783,2017,3,3,9,u1qcyu,-1.0
u1qcg7p,52.355818855024786,9.645010384400928,2018,2,6,17,u1qcg7,-1.0
u1qfpvu,52.415714326461064,9.839024601747493,2018,5,4,1,u1qfpv,2138.0
u1qfqgn,52.44455678452903,9.79834259625305,2018,11,6,5,u1qfqg,-1.0
u1qcyre,52.381144750732936,9.772200567620274,2017,3,3,13,u1qcyr,1822.0
u1qfq7z,52.44834242793126,9.7770706808599,2017,8,4,15,u1qfq7,-1.0
u1qfpr5,52.421311906543245,9.81520473965134,2017,6,3,18,u1qfpr,2126.0
u1qcsyz,52.33305332527868,9.710551537018805,2019,1,5,10,u1qcsy,57.0
u1qcuz6,52.37955580520082,9.704427346279811,2017,6,4,5,u1qcuz,311.0
u1qcv1w,52.34722852675083,9.720219955476937,2017,2,4,19,u1qcv1,57.0
u1qczc3,52.34587969513298,9.835371062285775,2017,12,1,20,u1qczc,1127.0
u1qfjdq,52.395753193566634,9.742528842825488,2018,10,1,7,u1qfjd,165.0
u1qfj7e,52.40325095254512,9.727586379523592,2019,3,7,14,u1qfj7,1604.0
u1qfpg1,52.39936775883993,9.835434049567963,2017,2,4,0,u1qfpg,2081.0
u1r18jq,52.323938716384156,9.852069366704248,2017,3,4,2,u1r18j,2213.0
u1r41h8,52.40882960641426,9.88856606956127,2019,4,1,15,u1r41h,-1.0
u1qfpx8,52.42461067984984,9.82306211619282,2017,11,4,13,u1qfpx,2143.0
u1qfh5d,52.40335081903232,9.67172996810825,2018,10,7,8,u1qfh5,1237.0
u1qcsm3,52.32456114121322,9.680962276740551,2018,10,3,23,u1qcsm,23.0
u1qczhf,52.365762750699155,9.80365037916,2018,5,4,17,u1qczh,-1.0
u1qfj6b,52.39866916178968,9.723391110795195,2019,3,6,11,u1qfj6,165.0
u1qfr7b,52.44761589790554,9.811169571862369,2017,4,6,7,u1qfr7,-1.0
u1r1cj2,52.368285307671755,9.88786225844122,2018,7,1,19,u1r1cj,-1.0
u1qcwpz,52.33781026069087,9.766692503804054,2017,5,1,23,u1qcwp,755.0
u1qcycn,52.34521723789061,9.797843923787726,2019,2,7,6,u1qcyc,950.0
u1qf55k,52.400949517945115,9.630190227593358,2018,10,7,6,u1qf55,-1.0
u1qfj33,52.389735793458755,9.72472631310214,2019,5,4,3,u1qfj3,165.0
u1r40px,52.42422815881233,9.85405467125574,2017,12,7,18,u1r40p,-1.0
u1qcy6b,52.35401074679754,9.767814492833445,2019,1,7,16,u1qcy6,910.0
u1qfpbs,52.38610179947629,9.838561470239984,2019,3,1,7,u1qfpb,2067.0
u1qfqfv,52.442036590632725,9.795955688812015,2017,9,4,2,u1qfqf,2205.0
u1qcv0h,52.339880699863365,9.717631000670943,2017,11,5,1,u1qcv0,57.0
u1r18qb,52.33300346160269,9.855421507502546,2017,9,7,16,u1r18q,-1.0
u1qfqch,52.43353023040312,9.794960559089882,2017,4,5,5,u1qfqc,2188.0
u1qfh85,52.38350470948382,9.695120028933935,2017,5,6,3,u1qfh8,283.0
u1qcybm,52.340877661119755,9.795791616034187,2018,5,6,13,u1qcyb,947.0
u1qfqgt,52.446659922894966,9.796272483227543,2019,5,1,16,u1qfqg,-1.0
u1qfj9u,52.39298512393115,9.740415656111663,2017,8,5,17,u1qfj9,165.0
u1qcgz5,52.37828544876326,9.66211339921956,2017,11,3,14,u1qcgz,11.0
u1qcxsd,52.320720238182545,9.824593195121064,2017,4,6,17,u1qcxs,860.0
u1qfjqw,52.419234010902294,9.732143179070396,2018,6,5,11,u1qfjq,165.0
u1qf5r1,52.42179064168668,9.637403599329216,2019,1,7,4,u1qf5r,1273.0
u1qcxng,52.33233225264368,9.804442366181693,2017,4,6,23,u1qcxn,837.0
u1qf5n3,52.41843175850389,9.625828532539963,2017,1,5,1,u1qf5n,1213.0
u1qcuxu,52.38216168277874,9.69640422686838,2017,12,4,15,u1qcux,289.0
u1qf78f,52.43156813595403,9.648972621537453,2017,8,5,11,u1qf78,-1.0
u1qfnhb,52.40901637173452,9.757173949532012,2018,3,5,12,u1qfnh,1922.0
u1qfp2w,52.38580278756989,9.819567310527656,2018,1,7,4,u1qfp2,2022.0
u1qf5qj,52.4160936626456,9.642631456552207,2017,1,5,2,u1qf5q,1234.0
u1qfndu,52.39793482479984,9.784499823419132,2018,8,7,3,u1qfnd,1849.0
u1qcyxk,52.37908426115129,9.784369224919619,2018,6,5,16,u1qcyx,1066.0
u1qczvk,52.36775912193081,9.83938928905814,2018,11,7,11,u1qczv,-1.0
u1qfjvf,52.414830315634966,9.748915387574243,2018,7,4,3,u1qfjv,1799.0
u1qcuxj,52.37740799888728,9.69705898475176,2018,6,6,5,u1qcux,279.0
u1qfjjz,52.415248879122075,9.722346467388054,2017,9,3,9,u1qfjj,1745.0
u1r1bh8,52.36377018781334,9.84448231654557,2018,8,6,23,u1r1bh,2223.0
u1qfp9h,52.38889586634232,9.82782522304126,2018,9,6,3,u1qfp9,2072.0
u1qf7bp,52.427190266422,9.666640809876363,2017,8,4,15,u1qf7b,1335.0
u1r1be3,52.35736288539928,9.867251138907593,2018,6,6,12,u1r1be,2231.0
u1qfjuk,52.40625790766448,9.750506010606935,2017,2,7,9,u1qfju,1728.0
u1qcsme,52.32622796027423,9.683292609403527,2018,8,5,10,u1qcsm,24.0
u1qf5ys,52.4189405103685,9.66249250153127,2019,3,7,13,u1qf5y,1332.0
u1r40uc,52.4092912930107,9.879254472364282,2018,5,1,9,u1r40u,-1.0
u1qfrhj,52.449856406299865,9.808044042104537,2018,7,3,7,u1qfrh,-1.0
u1qcysg,52.36523928728432,9.782584359376377,2019,1,4,9,u1qcys,958.0
u1qcvwv,52.37674574281533,9.740946141368314,2017,5,5,4,u1qcvw,165.0
u1qf4y9,52.41930805811652,9.6150086345446,2017,1,5,23,u1qf4y,1205.0
u1qcv00,52.33987433355461,9.712214888244134,2018,10,3,16,u1qcv0,57.0
u1qctqw,52.33161223179394,9.732348143215651,2018,12,3,1,u1qctq,75.0
u1qfpx2,52.42323368234086,9.821964963586037,2017,7,3,22,u1qfpx,2147.0
u1r18nt,52.33188543557339,9.85160179827698,2019,5,4,23,u1r18n,-1.0
u1qcywz,52.376226039086845,9.78829441625248,2018,1,4,0,u1qcyw,1081.0
u1qfhvd,52.41362594566374,9.704910410441537,2018,1,4,3,u1qfhv,1454.0
u1r4056,52.40156939388196,9.846944877678508,2018,3,7,20,u1r405,-1.0
u1r40df,52.39861927742718,9.868853974760562,2017,10,1,6,u1r40d,2302.0
u1qfjv6,52.411919058848035,9.747871401740882,2019,1,7,3,u1qfjv,1781.0
u1r41kt,52.40773805544469,9.906043965191586,2018,2,3,22,u1r41k,-1.0
u1qfnp6,52.423077247721366,9.75930051327975,2017,2,5,12,u1qfnp,1934.0
u1r409j,52.38949711360009,9.873113520362402,2017,7,1,13,u1r409,-1.0
u1qcydg,52.35441312014371,9.782644732781426,2017,5,5,21,u1qcyd,955.0
u1qcune,52.37579294690324,9.67237600457288,2018,9,5,18,u1qcun,193.0
u1qfpb9,52.38664621628347,9.834405978515512,2017,3,7,21,u1qfpb,2067.0
u1r1bn2,52.37345100347238,9.844307836371256,2017,3,5,3,u1r1bn,-1.0
u1r18jk,52.32409329304472,9.850599187982645,2018,11,5,20,u1r18j,2213.0
u1qfjr5,52.42143513796335,9.727258364147692,2018,6,6,17,u1qfjr,1752.0
u1r18hb,52.32208707637615,9.843799370288053,2018,11,5,12,u1r18h,2212.0
u1qfjtk,52.412870260345784,9.739827617078083,2018,11,1,12,u1qfjt,165.0
u1r1bep,52.35666825800032,9.87603361932398,2018,12,1,5,u1r1be,-1.0
u1qctw2,52.3304805558475,9.73525901681674,2018,12,5,23,u1qctw,-1.0
u1r1brj,52.3779486038826,9.862220894618787,2018,2,5,10,u1r1br,2257.0
u1qfr1u,52.43687412023796,9.806615219218141,2018,12,4,12,u1qfr1,2198.0
u1qfk8t,52.43045367120094,9.697593713647702,2018,1,7,16,u1qfk8,1805.0
u1qfr5d,52.447059582425325,9.803772333891528,2018,12,2,13,u1qfr5,-1.0
u1qcznh,52.372386791368854,9.805567231398378,2019,3,6,8,u1qczn,1150.0
u1r1byf,52.37669417204317,9.880068679217109,2018,3,4,0,u1r1by,-1.0
u1qcy91,52.345092045569345,9.779704892103592,2018,12,3,13,u1qcy9,941.0
u1qfnnb,52.420809787440405,9.75671294923992,2019,3,5,19,u1qfnn,1934.0
u1r1bwn,52.372184976981586,9.87509575669164,2017,10,3,13,u1r1bw,2265.0
u1qfngy,52.40370688446536,9.797918352417406,2018,4,4,16,u1qfng,1919.0
u1qcz6w,52.353873062168034,9.819834845474912,2018,12,4,10,u1qcz6,1106.0
u1qfpe3,52.40135880135921,9.82361198807463,2017,12,1,0,u1qfpe,2082.0
u1qfnqr,52.41746899339639,9.77670053475679,2017,4,1,19,u1qfnq,1943.0
u1qfjux,52.40806739171798,9.755077179867273,2018,11,4,9,u1qfju,1780.0
u1qcz10,52.345333977522685,9.800283875381071,2019,4,7,16,u1qcz1,950.0
u1r40s4,52.404895133673065,9.869459547200396,2018,12,7,22,u1r40s,2302.0
u1qcvf8,52.35383881141532,9.746214654099537,2017,10,4,16,u1qcvf,165.0
u1qfjvh,52.41138986262433,9.750979037604349,2017,9,2,7,u1qfjv,1780.0
u1qfnpz,52.426735004277404,9.766620633552373,2018,3,6,6,u1qfnp,2173.0
u1qfh9n,52.388522679055576,9.698625455343306,2018,11,3,2,u1qfh9,1373.0
u1qcz61,52.35046570527786,9.813519070944293,2019,2,3,13,u1qcz6,1103.0
u1qcxeu,52.31666733499585,9.827950570057306,2017,2,7,2,u1qcxe,-1.0
u1qf4yb,52.42087460333993,9.613551967524703,2017,4,6,23,u1qf4y,1205.0
u1qfn1n,52.38964779031056,9.76503810229619,2017,10,7,13,u1qfn1,165.0
u1qcv3w,52.34726037009945,9.731492661808161,2017,10,6,23,u1qcv3,57.0
u1qfpee,52.40303514419611,9.826438909545967,2018,6,6,10,u1qfpe,2082.0
u1qcvjz,52.37173729908581,9.722392870899462,2019,5,2,8,u1qcvj,165.0
u1qfnbq,52.38501127142322,9.797133010593985,2018,12,1,10,u1qfnb,1874.0
u1qcvs8,52.364567183180704,9.735084660539123,2017,7,7,10,u1qcvs,165.0
u1qfpjm,52.41270610758521,9.807559188420921,2018,12,2,15,u1qfpj,1919.0
u1qcvgn,52.35603719887205,9.754014521978796,2019,2,2,22,u1qcvg,165.0
u1r1b30,52.34442304773793,9.855227993399236,2017,1,1,18,u1r1b3,-1.0
u1qcz73,52.35767427518621,9.813045342162587,2018,5,4,22,u1qcz7,1105.0
u1qfpm0,52.41092773550935,9.810997048821061,2018,4,1,18,u1qfpm,2109.0
u1r1bmu,52.37090698286896,9.860284234025096,2018,7,7,5,u1r1bm,2244.0
u1qfm02,52.42830769449368,9.712726799737503,2017,4,5,18,u1qfm0,1810.0
u1qcz2h,52.33937487181291,9.817175332308675,2018,10,3,3,u1qcz2,1089.0
u1r1bd8,52.35263769188461,9.866945931370916,2017,1,4,6,u1r1bd,-1.0
u1qfndj,52.39415204072119,9.785295459716195,2018,12,3,17,u1qfnd,1849.0
u1qfndh,52.394909927769405,9.783683762557636,2017,7,1,17,u1qfnd,1849.0
u1qfhzf,52.426114729007814,9.704724105343344,2018,4,1,12,u1qfhz,1499.0
u1qf5ub,52.410195661630446,9.65739101082508,2018,8,6,20,u1qf5u,1234.0
u1qcujp,52.367031718925794,9.678379235347958,2019,3,1,2,u1qcuj,176.0
u1qfjs2,52.40731129677829,9.73476844414677,2018,11,2,4,u1qfjs,165.0
u1qfpcy,52.39305875544796,9.84167233199144,2018,11,5,19,u1qfpc,2091.0
u1r1bqf,52.376484284899156,9.857659749599199,2018,3,4,10,u1r1bq,-1.0
u1qcst7,52.32379839900789,9.69512927845152,2018,5,6,11,u1qcst,33.0
u1qfqbx,52.43076659186446,9.799014272585651,2019,3,5,16,u1qfqb,2187.0
u1r1bq3,52.37347275749386,9.857089046054403,2018,10,3,10,u1r1bq,2244.0
u1qcz04,52.33900627265547,9.803690436724162,2018,12,3,14,u1qcz0,842.0
u1qczr6,52.37936117685667,9.814348576903829,2019,2,4,3,u1qczr,1174.0
u1qf5kb,52.409837093729294,9.636037399009242,2019,2,5,20,u1qf5k,1241.0
u1qcvhb,52.36599416618815,9.712442390482991,2017,11,6,22,u1qcvh,165.0
u1r1bwq,52.373703662209074,9.875255381276032,2017,11,3,10,u1r1bw,2265.0
u1r1b99,52.34841983154568,9.867511078949109,2017,4,7,1,u1r1b9,-1.0
u1qcvd5,52.35044987257622,9.738821595080688,2017,7,7,6,u1qcvd,-1.0
u1qfn68,52.39698448608038,9.768124805343037,2018,10,6,8,u1qfn6,165.0
u1qczz2,52.378839822433406,9.83338751681798,2017,2,5,3,u1qczz,-1.0
u1qcy59,52.35902982848781,9.757608746219546,2018,6,3,10,u1qcy5,165.0
u1r405z,52.4042751310803,9.85470766183466,2018,11,4,10,u1r405,-1.0
u1qfp23,52.38455980934268,9.812715746200878,2017,1,1,3,u1qfp2,1174.0
u1qczh2,52.36320674814318,9.801163745316304,2018,2,6,22,u1qczh,-1.0
u1qcycy,52.34875695503101,9.797648331353374,2017,11,4,20,u1qcyc,950.0
u1qcyyy,52.37664812775174,9.797500323976102,2017,5,4,0,u1qcyy,1082.0
u1qcx7w,52.314746694826326,9.819949801299213,2017,7,1,0,u1qcx7,811.0
u1r40s0,52.405189162592535,9.866223433181881,2017,4,5,4,u1r40s,2301.0
u1qcwk3,52.31898629010927,9.76936696867781,2019,1,5,5,u1qcwk,-1.0
u1r40r3,52.423926248277645,9.857064889958481,2019,5,4,15,u1r40r,-1.0
u1qfq6m,52.44018751271997,9.77374957924287,2017,12,1,16,u1qfq6,-1.0
u1qfh18,52.39207808195183,9.669240162435383,2017,5,4,3,u1qfh1,-1.0
u1qfhhh,52.40592020305212,9.674055334712811,2018,4,2,22,u1qfhh,1414.0
u1qfp1z,52.39274426049415,9.810220730979866,2019,4,6,4,u1qfp1,2018.0
u1qcv50,52.35559151452586,9.71328415244924,2018,4,7,1,u1qcv5,165.0
u1qfhfb,52.3987423310527,9.701472302013787,2017,5,5,2,u1qfhf,1405.0
u1qcxxf,52.33829225842617,9.825423487254072,2018,5,3,16,u1qcxx,868.0
u1qcges,52.3583738945061,9.652121781566336,2017,12,7,16,u1qcge,2.0
u1qcyek,52.35780150368986,9.783887550369702,2018,7,7,4,u1qcye,958.0
u1qfnmd,52.41357290637974,9.770381418172503,2017,12,1,7,u1qfnm,1932.0
u1qcguy,52.36506380511733,9.665593693755053,2017,3,4,19,u1qcgu,170.0
u1qfhc3,52.39067391343121,9.70291709892317,2019,5,2,7,u1qfhc,1373.0
u1qfhnf,52.421145472316645,9.670990297331473,2018,4,2,7,u1qfhn,1435.0
u1qfn53,52.401719266789954,9.757393903060759,2019,5,1,4,u1qfn5,165.0
u1qfnny,52.4203237975058,9.765136634466426,2017,7,2,4,u1qfnn,1938.0
u1qcurx,52.380721840249535,9.689662977653477,2018,9,7,20,u1qcur,283.0
u1qfhkb,52.409497541121645,9.679267867509477,2017,7,1,10,u1qfhk,1417.0
u1qcu73,52.35763486717762,9.68052997419294,2018,12,3,11,u1qcu7,122.0
u1qfnw8,52.4196215357765,9.778354597302735,2017,9,4,18,u1qfnw,1952.0
u1qcgd2,52.35126891499548,9.647215676407127,2018,9,6,7,u1qcgd,-1.0
u1qf5qg,52.420506734340194,9.639451769408518,2019,4,7,13,u1qf5q,1273.0
u1qcyyv,52.37636579536623,9.796370450805,2019,4,2,12,u1qcyy,1082.0
u1qfpb6,52.3855258392081,9.836730475125476,2018,2,4,6,u1qfpb,2067.0
u1r1chc,52.36530440297604,9.890427653489397,2017,10,4,17,u1r1ch,2266.0
u1qcyxr,52.37946835166256,9.788427973969336,2017,3,6,20,u1qcyx,1081.0
u1qcv3z,52.34870008023738,9.73365931875758,2017,4,1,7,u1qcv3,57.0
u1qcud9,52.353889692780044,9.692003864781887,2017,7,5,11,u1qcud,155.0
u1r18qu,52.33317669943821,9.860361582661689,2017,8,3,2,u1r18q,2219.0
u1qcgsr,52.36244267690074,9.655747191125377,2018,11,3,1,u1qcgs,-1.0
u1qfhkj,52.405030146875106,9.686808827659348,2017,8,6,5,u1qfhk,1426.0
u1qcty7,52.329963385462285,9.749673140117292,2019,4,1,9,u1qcty,-1.0
u1qfj3d,52.392315314185076,9.726180105138585,2018,12,5,6,u1qfj3,165.0
u1qfpce,52.391162129448155,9.837014568567016,2018,3,4,13,u1qfpc,2079.0
u1qfj30,52.389292261929405,9.723693513102305,2017,12,1,11,u1qfj3,165.0
u1qfr79,52.44677215609536,9.81346221817898,2018,5,2,2,u1qfr7,-1.0
u1qczxh,52.378597867398426,9.828517343775408,2018,2,4,7,u1qczx,1193.0
u1qcxjf,52.3268401488956,9.802814198307217,2018,7,5,10,u1qcxj,787.0
u1qfjfn,52.39395609484206,9.75392626260774,2018,6,4,18,u1qfjf,165.0
u1qcy0p,52.340116354639385,9.766028740908752,2019,2,6,10,u1qcy0,755.0
u1r41m9,52.413572697130135,9.900892282933784,2018,2,3,0,u1r41m,-1.0
u1r415r,52.401795443366495,9.898357626684527,2017,12,7,23,u1r415,2336.0
u1qfhks,52.408569074170344,9.685464312808787,2019,4,3,9,u1qfhk,1424.0
u1qcvz4,52.378392433777535,9.747917263864784,2019,3,6,3,u1qcvz,165.0
u1qfpmv,52.41546540170296,9.818960503646302,2019,4,2,7,u1qfpm,-1.0
u1qcxy8,52.33150574178021,9.833688387923553,2018,2,7,17,u1qcxy,865.0
u1qfjv9,52.413392197925894,9.747460728386411,2019,4,5,5,u1qfjv,1783.0
u1qcsnu,52.332390825867115,9.674054696260423,2018,1,2,11,u1qcsn,-1.0
u1qfhmn,52.410323059751406,9.6885662530843,2018,8,5,5,u1qfhm,1429.0
u1qf5vv,52.41567636192469,9.664737431675267,2018,8,3,0,u1qf5v,1332.0
u1qcy87,52.34034995042736,9.782548451249964,2019,4,5,14,u1qcy8,937.0
u1qfpnh,52.416900377874974,9.806491351004993,2019,5,1,18,u1qfpn,2119.0
u1qfhmb,52.41440407271211,9.679383572678262,2017,12,4,13,u1qfhm,1423.0
u1qcxrv,52.33868278788775,9.818429998164396,2017,3,4,8,u1qcxr,1089.0
u1qcu55,52.35544267450162,9.672675810344208,2017,10,5,14,u1qcu5,105.0
u1qcux7,52.378974553324326,9.694268582562005,2018,3,3,3,u1qcux,279.0
u1qfj1u,52.393448249694345,9.718692163589509,2017,4,4,10,u1qfj1,165.0
u1qf5um,52.40629578845639,9.664348534853293,2019,5,2,10,u1qf5u,1234.0
u1qcut4,52.36746184444172,9.694054715954211,2018,2,5,3,u1qcut,165.0
u1qcwrt,52.336821409563036,9.775007036240163,2017,2,1,10,u1qcwr,756.0
u1qcuqr,52.373936056443405,9.689585930415042,2017,11,1,2,u1qcuq,269.0
u1qcsyk,52.33039219621024,9.707505138156652,2019,5,1,16,u1qcsy,35.0
u1qfjv3,52.41231651188252,9.7474095598689,2018,11,6,21,u1qfjv,1781.0
u1qcv13,52.346235558641155,9.7138637145707,2018,12,6,2,u1qcv1,57.0
